Personaje
CJ (Carl Johnson)
Sweet Johnson
Kendl Johnson
Big Smoke
Ryder
Catalina
The Truth
Woozie (Wu Zi Mu)
Mike Toreno
Jethro
Dwaine
Zero
Maccer
Kent Paul
Ken Rosenberg (Rosie)
Maria Latore
Salvatore Leone
Johnny Sindacco
T-Bone Mendez
Ran Fa Li
OG Loc
Madd Dogg
Officer Frank Tenpenny
Officer Eddie Pulaski
Officer Jimmy Hernandez
Emmet
Denise Robinson
Millie Perkins
Helena Wankstein
Barbara Schternvart
Katie Zhan
Michelle Cannes
Tony (el loro de Rosie)
Suzie
Woozie’s Assistant
Freddy
Hazer
Jizzy B
Berkley
Hernandez
Pulaski
Paul
Madd Dogg’s Manager
Big Bear
Little Weasel
Kane
B Dup
Big Poppa
Freddie
Big Devil
Little Devil
Catalina’s Cousin

